chapter,page,line,cam_1882,cam_NYE,change_type,is_dialogue_tag,art_reference,art_topic
16,146,13,"""Henrietta never told me that she was writing to you,"" Isabel said at last.","""Henrietta never told me she was writing to you,"" she said at last.",,,,
16,146,19,In so large a place as London it seemed to me very possible.,In so big a place as London it seemed very possible.,,,,
16,146,20,"""Apparently it was disagreeable to you even to write to me,"" said Mr. Goodwood.","""It was apparently repugnant to you even to write to me,"" her visitor went on.",,,,
16,146,22,no answer to this,no reply,,,,
16,146,24,"""Henrietta is not delicate!"" she exclaimed with a certain bitterness.","""Henrietta's certainly not a model of all the delicacies!"" she exclaimed with bitterness.",,,,
16,146,26,"""I suppose I am not delicate either. The fault is mine as much as hers.""ù","""I suppose I'm not a model eitheróof those virtues or of any others. The fault's mine as much as hers.""ù",,,,
16,146,29,nevertheless she rejoined inconsequentlyó,but she took a different turn.,,,,
16,146,32,"What you have done is very natural."" ""It is indeed!"" cried Caspar Goodwood","What you've done was inevitable, I suppose, for you."" ""It was indeed!"" cried Caspar Goodwood",,,,
16,147,1,And Isabel went back,She went back,,,,
16,147,3,little thought to the sort of chair he sat in,little thought to that sort of furtherance,,,,
16,147,5,"he said. ""You might have",You might have,,,,
16,147,8,"But my silence was deliberate; I thought it best.""ù","But my silence was an intention,"" Isabel said. ""I thought it the best thing.""ù",,,,
16,147,9,while she said this,while she spoke,,,,
16,147,11,what he ought to say,what he ought,,,,
16,147,14,finding it agreeable to have an advantage,tasting any advantage,,,,
16,147,16,"she was not a girl to flaunt her advantage in his face, she was woman enough to enjoy",little desirous to flaunt it in his face she could enjoy,,,,
16,147,18,a certain air of triumph,an air of triumph,,,,
16,147,19,to hers,to her own,,,,
16,147,20,they wore an expression of ardent remonstrance,they seemed to shine through the vizard of a helmet,,,,
16,147,24,the prohibition,any such rule as my own,,,,
16,147,24,I promised you,I warned you,,,,
16,147,26,that I hoped never to hear from you,I hoped never to hear from you,,,,
16,147,27,for ten years.,for ten years; twenty years.,,,,
16,147,31,Isabel looked away,She looked away,,,,
16,147,32,for she knew they were of a much less earnest cast,knowing them of so much less earnest a cast,,,,
16,147,36,"She hesitated, and then she broke out with even greater irrelevance,","She dropped, but then she broke out.",,,,
16,148,2,to talk about losing,to talk of losing,,,,
16,148,5,I displease you,I disgust you,,,,
16,148,8,eyes upon it,eyes on it,,,,
16,148,11,"""Yes, you displease me very much, and the worst is that it is needless."" Isabel knew that his was not a soft nature, from which pin-pricks would draw blood","""Yes, you don't at all delight me, you don't fit in, not in any way, just now, and the worst is that your putting it to the proof in this manner is quite unnecessary."" It wasn't certainly as if his nature had been soft, so that pin-pricks would draw blood from it",,,,
16,148,17,who would take everything,who would grasp at everything,,,,
16,148,20,large and firm,large and hard,,,,
16,148,21,to dress his wounds himself,"to dress his wounds, so far as they required it, himself",,,,
16,148,22,"In measuring the effect of his suffering, one might always reflect that he had a sound constitution.","She came back, even for her measure of possible pangs and aches in him, to her old sense that he was naturally plated and steeled, armed essentially for aggression.",,,,
16,148,25,a dangerous liberality about this; for Isabel felt that it was quite open to him to say that he had not always displeased her,a dangerous liberality about it; for she felt how open it was to him to make the point that he had not always disgusted her,,,,
16,148,27,only try and banish me,try to banish me,,,,
16,148,28,for a few months,"at all for a prescribed time,",,,,
16,148,33,in a manner that Isabel found irritating,in a manner she found irritating,,,,
16,148,34,making an effort,making a calculated effort,,,,
16,149,1,"""Because I am in love with you,"" said Caspar Goodwood simply.","""An effort calculated for what?"" And then as she hung fire, ""I'm capable of nothing with regard to you,"" he went on, ""but just of being infernally in love with you.",,,,
16,149,4,our young lady felt the force of it.,"our young lady felt the force of itó felt it thrown off, into the vast of truth and poetry, as practically a bait to her imagination. But she promptly came round.",,,,
16,149,8,there is a great difference,there's all the difference in the world,,,,
16,149,10,wondering whether a little cynicism might not be effective,with a studied effect of eagerness,,,,
16,149,12,"Mr. Goodwood asked, giving no sign of wincing",her friend asked with no sign of wincing,,,,
16,149,14,"""But what will be my reward?""ù","""And what will be my reward?""ù",,,,
16,149,18,If you make this sacrifice I shall admire you greatly.,If you make the sacrifice you'll have all my admiration.,,,,
16,149,20,I don't care a straw for your admiration. Will you marry me? That is the question.,"I don't care a cent for your admirationónot one straw, with nothing to show for it. When will you marry me? That's the only question.",,,,
16,149,21,"Assuredly not, if I feel",Neveróif you go on making me feel only,,,,
16,149,22,"""Then I ask again, what I shall gain?""ù","""What do I gain then by not trying to make you feel otherwise?""ù",,,,
16,149,24,gazed for a while,gazed a while,,,,
16,149,27,"and Isabel could perceive that this dart at last had struck home. To see a strong man in pain had something terrible for her, and she immediately felt very sorry for her visitor.","she could see her sharpness had at last penetrated. This immediately had a valueóclassic, romantic, redeeming, what did she know?ófor her; ""the strong man in pain"" was one of the categories of the human appeal, little charm as he might exert in the given case.",,,,
16,149,29,to be kind,to be thoroughly kind,,,,
16,149,30,"to feel that people care for me,",to feel people care for me,,,,
16,149,35,"But I don't want to marry. I shall probably never marry. I have a perfect right to feel that way, and it is no kindness to a woman to urge heróto persuade her against her will.","But I really don't want to marry, or to talk about it at all now. I shall probably never do itóno, never. I've a perfect right to feel that way, and it's no kindness to a woman to press her so hard, to urge her against her will.",,,,
16,150,3,"in these circumstances, it is supposed, I believe, to be a sort of mockery","in these situations, it passes, I believe, for a sort of mockery",,,,
16,150,7,"a certain rosy, lovely eagerness","a rosy, lovely eagerness",,,,
16,150,8,to analyse what she had said,to analyse her words,,,,
16,150,9,he murmured at last,he brought out at last,,,,
16,150,10,"""Only,"" he added in a louder toneó","""Only,"" he heavily said,",,,,
16,150,11,I will do no harm.,I shall do no harm.,,,,
16,150,13,"""You will marry some one else,"" said Caspar Goodwood. ""Do you think that is a generous charge?""ù","""You'll marry some one else, as sure as I sit here,"" Caspar Goodwood declared. ""Do you think that a generous charge?""ù",,,,
16,150,14,Plenty of men will ask you.,Plenty of men will try to make you.,,,,
16,150,16,I shall probably never do so,I almost certainly never shall,,,,
16,150,17,but I don't believe it.,and I like your 'almost certainly'! I put no faith in what you say.,,,,
16,150,19,You appear to think I am attempting to deceive you;,Do you accuse me of lying to shake you off?,,,,
16,150,21,no promise that you will not marry,no pledge of anything at all,,,,
16,150,22,"cried Isabel, with a bitter laugh.",omitted,,,,
16,150,24,"""You think you won't, but you will,"" her visitor went on, as if he were preparing himself for the worst.","""You may perhaps even believe you're safeó from wishing to be. But you're not,"" the young man went on as if preparing himself for the worst.",,,,
16,150,25,"""Very well, I will then. Have it as you please.""ù","""Very well then. We'll put it that I'm not safe. Have it as you please.""ù",,,,
16,150,30,"""No, I don't; I shall try and console myself","""NoóI don't; I shall try to console myself",,,,
16,150,31,very clever men,very dazzling men,,,,
16,150,32,"if there were only one, it would be enough.",and if there were only one it would be enough. The most dazzling of all will make straight for you.,,,,
16,150,32,no one who is not,no one who isn't dazzling,,,,
16,150,33,"""I don't need the aid of a clever man to teach me how to live,"" said Isabel.","""If you mean by dazzling brilliantly clever,"" Isabel saidó""ùand I can't imagine what else you meanóI don't need the aid of a clever man to teach me how to live.",,,,
16,151,1,"""To live alone, do you mean? I wish that when you have found that out, you would teach me."" Isabel glanced at him a moment","""Find out how to live alone? I wish that, when you have, you'd teach me!"" She looked at him a moment",,,,
16,151,3,Poor Caspar may be pardoned,He might be pardoned,,,,
